Complexity,Loss,Equation
1,0.9999999,"-3.9007104e-5"
3,0.9988496,"-0.08500652 / RT"
4,0.9947786,"tanh(RT) + -0.973012"
6,0.993833,"(tanh(RT) + -0.95636743) * HIT"
8,0.99268436,"(sin(RT * 0.22778733) + -0.46606573) / RT"
10,0.9924755,"sin((sin(sin(RT * 0.2324562)) + -0.45287707) / RT)"
