Complexity,Loss,Equation
1,0.9999999,"6.916097e-5"
3,0.9988496,"-0.085078016 / RT"
4,0.9947786,"tanh(RT) - 0.9730169"
6,0.9938329,"HIT * (tanh(RT) - 0.95636684)"
8,0.99290705,"((tanh(RT) - 0.8719218) * HIT) - 0.08441068"
10,0.99270844,"(((tanh(RT) - 0.88854295) * HIT) - 0.06992043) / 0.8259674"
