Complexity,Loss,Equation
1,6.334931,"0.16368322"
3,6.319403,"RT * 0.023754237"
4,5.9578433,"sin(THR * -75.96502)"
6,5.7892714,"sin(THR * -75.99597) + 0.40493304"
7,5.789244,"sin(0.42624283) + sin(THR * -75.997375)"
8,5.7559857,"sin((THR + -0.504738) * -76.46123) - -0.30193102"
10,5.7435594,"(sin((THR * -76.3921) + 0.79462) * 1.1954749) - -0.3471471"
