Complexity,Loss,Equation
1,0.9999999,"6.0425446e-5"
3,0.9988496,"-0.085077144 / RT"
4,0.9947786,"tanh(RT) + -0.9730387"
6,0.9938329,"(tanh(RT) - 0.956367) * HIT"
8,0.99290705,"((tanh(RT) - 0.8720687) * HIT) + -0.08420425"
9,0.99252564,"(tanh(RT) - 0.9693933) * (HIT + sin(RPE))"
10,0.9925105,"(sin(sin(RPE)) + HIT) * (tanh(RT) - 0.9675541)"
