Complexity,Loss,Equation
1,6.334931,"0.16368322"
3,6.319403,"RT * 0.023754971"
4,5.830407,"sin(THR * -156.45532)"
6,5.7735558,"sin(THR * -76.52803) + 0.2663951"
8,5.7601795,"(sin(THR * -76.51368) + 0.23192774) * 1.1793419"
9,5.535472,"sin(THR * -76.41198) + sin(THR * -55.747158)"
