Complexity,Loss,Equation
1,6.334931,"0.16368324"
3,6.3103323,"RT * 0.037965514"
5,6.295693,"(-0.78632355 / RT) - -0.4079999"
6,6.29555,"0.4313121 - sin(0.9071014 / RT)"
7,6.2953777,"(-1.1183865 / (RT + 0.38407466)) - -0.45668957"
9,6.294989,"(RT - (2.29464 / (RT - 0.6555359))) * 0.04395925"
