Complexity,Loss,Equation
1,6.334931,"0.16368322"
3,6.319403,"RT * 0.023754233"
4,5.7539234,"sin(THR / 0.0010622217)"
6,5.692094,"sin(THR / 0.0010622434) + 0.24920715"
8,5.665104,"(sin(THR / 0.0010622431) + 0.26541287) * 1.1921313"
9,5.662784,"(sin(THR / 0.0010622434) + tanh(0.17649294)) / 0.74599713"
